order_value_gbp,restaurant_id,number_of_items,prep_time_seconds,city,type_of_food,day,hour,average_prep_resteraunt,min_prep_restauraunt,max_prep_restauraunt
27.8,3,4,1276,London,thai,Monday,21,1088.3624161073826,76,5397
24.9,3,3,1075,London,thai,Monday,21,1088.3624161073826,76,5397
50.9,3,6,1180,London,thai,Monday,21,1088.3624161073826,76,5397
19.8,3,1,1212,London,thai,Monday,21,1088.3624161073826,76,5397
21.1,3,2,817,London,thai,Monday,21,1088.3624161073826,76,5397
27.4,3,4,811,London,thai,Monday,21,1088.3624161073826,76,5397
65.6,3,7,696,London,thai,Monday,22,1088.3624161073826,76,5397
32.0,3,4,924,London,thai,Monday,22,1088.3624161073826,76,5397
25.8,3,4,666,London,thai,Monday,22,1088.3624161073826,76,5397
19.3,3,2,1674,London,thai,Monday,22,1088.3624161073826,76,5397
18.3,3,3,513,London,thai,Tuesday,14,1088.3624161073826,76,5397
17.9,3,3,1077,London,thai,Tuesday,16,1088.3624161073826,76,5397
37.4,3,5,633,London,thai,Tuesday,17,1088.3624161073826,76,5397
48.3,3,5,840,London,thai,Tuesday,18,1088.3624161073826,76,5397
25.8,3,4,1216,London,thai,Tuesday,20,1088.3624161073826,76,5397
17.4,3,2,1206,London,thai,Tuesday,20,1088.3624161073826,76,5397
24.4,3,4,1023,London,thai,Tuesday,20,1088.3624161073826,76,5397
49.3,3,7,1079,London,thai,Tuesday,21,1088.3624161073826,76,5397
20.9,3,3,1018,London,thai,Tuesday,21,1088.3624161073826,76,5397
18.4,3,2,548,London,thai,Tuesday,22,1088.3624161073826,76,5397
15.7,931,2,969,Brighton,vietnamese,Monday,21,857.0,128,1616
14.2,931,3,740,Brighton,vietnamese,Thursday,21,857.0,128,1616
21.45,931,4,1167,Brighton,vietnamese,Friday,21,857.0,128,1616
33.55,931,7,745,Brighton,vietnamese,Monday,18,857.0,128,1616
27.5,931,5,613,Brighton,vietnamese,Wednesday,13,857.0,128,1616
21.25,931,4,1276,Brighton,vietnamese,Wednesday,16,857.0,128,1616
35.65,931,7,1341,Brighton,vietnamese,Saturday,19,857.0,128,1616
19.9,931,2,664,Brighton,vietnamese,Saturday,20,857.0,128,1616
17.75,931,2,660,Brighton,vietnamese,Saturday,21,857.0,128,1616
17.0,931,1,577,Brighton,vietnamese,Tuesday,14,857.0,128,1616
17.0,931,1,128,Brighton,vietnamese,Tuesday,14,857.0,128,1616
16.7,931,2,869,Brighton,vietnamese,Tuesday,19,857.0,128,1616
17.3,931,5,412,Brighton,vietnamese,Tuesday,20,857.0,128,1616
16.45,931,2,382,Brighton,vietnamese,Thursday,21,857.0,128,1616
16.0,931,3,538,Brighton,vietnamese,Friday,13,857.0,128,1616
15.2,931,4,609,Brighton,vietnamese,Friday,18,857.0,128,1616
15.75,931,4,1061,Brighton,vietnamese,Saturday,18,857.0,128,1616
21.95,931,3,1217,Brighton,vietnamese,Sunday,19,857.0,128,1616
21.5,931,3,524,Brighton,vietnamese,Sunday,22,857.0,128,1616
15.7,931,2,674,Brighton,vietnamese,Monday,19,857.0,128,1616
25.75,931,3,1135,Brighton,vietnamese,Thursday,21,857.0,128,1616
16.05,931,4,997,Brighton,vietnamese,Saturday,20,857.0,128,1616
18.5,931,3,1616,Brighton,vietnamese,Sunday,20,857.0,128,1616
27.0,931,3,1531,Brighton,vietnamese,Sunday,20,857.0,128,1616
37.3,931,5,1536,Brighton,vietnamese,Sunday,20,857.0,128,1616
25.15,931,3,714,Brighton,vietnamese,Sunday,20,857.0,128,1616
20.75,931,4,444,Brighton,vietnamese,Monday,13,857.0,128,1616
17.6,1636,3,460,Cambridge,burgers,Monday,21,1804.2,30,11049
35.95,1636,6,891,Cambridge,burgers,Thursday,20,1804.2,30,11049
11.75,1636,3,991,Cambridge,burgers,Thursday,22,1804.2,30,11049
16.1,1636,3,7688,Cambridge,burgers,Saturday,18,1804.2,30,11049
17.8,1636,2,377,Cambridge,burgers,Saturday,19,1804.2,30,11049
21.8,1636,4,816,Cambridge,burgers,Saturday,20,1804.2,30,11049
17.9,1636,2,876,Cambridge,burgers,Saturday,20,1804.2,30,11049
19.55,1636,5,1034,Cambridge,burgers,Saturday,22,1804.2,30,11049
10.4,1636,2,30,Cambridge,burgers,Saturday,20,1804.2,30,11049
19.7,1636,3,705,Cambridge,burgers,Sunday,14,1804.2,30,11049
28.1,1636,4,770,Cambridge,burgers,Sunday,22,1804.2,30,11049
74.0,1636,7,1474,Cambridge,burgers,Monday,13,1804.2,30,11049
20.8,1636,2,780,Cambridge,burgers,Saturday,16,1804.2,30,11049
15.1,1636,3,725,Cambridge,burgers,Saturday,20,1804.2,30,11049
15.25,1636,4,524,Cambridge,burgers,Saturday,20,1804.2,30,11049
15.3,1636,3,2237,Cambridge,burgers,Monday,21,1804.2,30,11049
16.2,1636,4,529,Cambridge,burgers,Tuesday,16,1804.2,30,11049
71.1,1636,5,3277,Cambridge,burgers,Thursday,20,1804.2,30,11049
32.3,1636,6,11049,Cambridge,burgers,Sunday,14,1804.2,30,11049
18.2,1636,4,851,Cambridge,burgers,Tuesday,16,1804.2,30,11049
15.5,943,3,528,Brighton,pizza,Monday,21,839.25,191,2679
22.0,943,3,662,Brighton,pizza,Tuesday,19,839.25,191,2679
15.0,943,3,609,Brighton,pizza,Thursday,20,839.25,191,2679
18.0,943,2,578,Brighton,pizza,Friday,18,839.25,191,2679
16.0,943,2,418,Brighton,pizza,Friday,21,839.25,191,2679
17.0,943,3,423,Brighton,pizza,Monday,19,839.25,191,2679
15.0,943,3,650,Brighton,pizza,Monday,19,839.25,191,2679
16.0,943,3,351,Brighton,pizza,Monday,21,839.25,191,2679
20.0,943,2,806,Brighton,pizza,Friday,19,839.25,191,2679
20.5,943,3,927,Brighton,pizza,Friday,21,839.25,191,2679
22.0,943,3,262,Brighton,pizza,Saturday,21,839.25,191,2679
15.5,943,3,1697,Brighton,pizza,Sunday,17,839.25,191,2679
15.5,943,3,645,Brighton,pizza,Monday,20,839.25,191,2679
19.0,943,2,1405,Brighton,pizza,Wednesday,20,839.25,191,2679
19.0,943,2,660,Brighton,pizza,Wednesday,20,839.25,191,2679
20.0,943,2,589,Brighton,pizza,Wednesday,21,839.25,191,2679
13.0,943,2,2470,Brighton,pizza,Friday,20,839.25,191,2679
10.0,943,1,197,Brighton,pizza,Sunday,22,839.25,191,2679
17.0,943,2,2679,Brighton,pizza,Sunday,21,839.25,191,2679
33.0,943,4,1079,Brighton,pizza,Monday,20,839.25,191,2679
21.5,943,3,458,Brighton,pizza,Monday,20,839.25,191,2679
32.0,943,3,952,Brighton,pizza,Monday,21,839.25,191,2679
19.0,943,2,191,Brighton,pizza,Tuesday,20,839.25,191,2679
27.0,943,4,906,Brighton,pizza,Tuesday,22,839.25,191,2679
28.5,1092,6,989,Manchester,american,Monday,21,972.3809523809524,382,1444
17.0,1092,3,1172,Manchester,american,Wednesday,20,972.3809523809524,382,1444
20.5,1092,4,699,Manchester,american,Wednesday,20,972.3809523809524,382,1444
37.5,1092,5,1444,Manchester,american,Friday,20,972.3809523809524,382,1444
25.0,1092,3,904,Manchester,american,Friday,21,972.3809523809524,382,1444
18.0,1092,3,1123,Manchester,american,Wednesday,19,972.3809523809524,382,1444
24.0,1092,4,1099,Manchester,american,Wednesday,19,972.3809523809524,382,1444
23.0,1092,3,1010,Manchester,american,Wednesday,20,972.3809523809524,382,1444
16.5,1092,4,1393,Manchester,american,Saturday,17,972.3809523809524,382,1444
25.0,1092,3,1306,Manchester,american,Monday,19,972.3809523809524,382,1444
41.0,1092,4,1132,Manchester,american,Friday,21,972.3809523809524,382,1444
18.0,1092,3,644,Manchester,american,Sunday,16,972.3809523809524,382,1444
15.0,1092,2,738,Manchester,american,Friday,21,972.3809523809524,382,1444
56.0,1092,6,1337,Manchester,american,Sunday,17,972.3809523809524,382,1444
22.0,1092,3,1067,Manchester,american,Sunday,20,972.3809523809524,382,1444
15.0,1092,2,382,Manchester,american,Sunday,20,972.3809523809524,382,1444
30.0,1092,5,898,Manchester,american,Monday,18,972.3809523809524,382,1444
11.5,1092,3,844,Manchester,american,Monday,18,972.3809523809524,382,1444
17.0,1092,3,855,Manchester,american,Monday,20,972.3809523809524,382,1444
17.0,1092,4,623,Manchester,american,Tuesday,21,972.3809523809524,382,1444
16.0,1092,3,761,Manchester,american,Tuesday,22,972.3809523809524,382,1444
35.8,156,4,1153,London,thai,Monday,21,1110.9027777777778,66,6026
20.9,156,2,495,London,thai,Monday,22,1110.9027777777778,66,6026
18.9,156,2,959,London,thai,Tuesday,21,1110.9027777777778,66,6026
21.85,156,3,1614,London,thai,Tuesday,21,1110.9027777777778,66,6026
45.75,156,6,882,London,thai,Wednesday,21,1110.9027777777778,66,6026
30.35,156,4,641,London,thai,Wednesday,22,1110.9027777777778,66,6026
24.8,156,4,1044,London,thai,Wednesday,22,1110.9027777777778,66,6026
16.9,156,2,947,London,thai,Wednesday,22,1110.9027777777778,66,6026
16.9,156,2,912,London,thai,Wednesday,22,1110.9027777777778,66,6026
30.8,156,4,1056,London,thai,Wednesday,22,1110.9027777777778,66,6026
19.85,156,2,1098,London,thai,Wednesday,22,1110.9027777777778,66,6026
28.35,156,4,438,London,thai,Wednesday,22,1110.9027777777778,66,6026
23.85,156,3,274,London,thai,Wednesday,23,1110.9027777777778,66,6026
17.9,156,2,579,London,thai,Wednesday,23,1110.9027777777778,66,6026
32.8,156,4,849,London,thai,Thursday,20,1110.9027777777778,66,6026
35.75,156,3,595,London,thai,Thursday,20,1110.9027777777778,66,6026
19.9,156,2,347,London,thai,Thursday,23,1110.9027777777778,66,6026
20.4,156,3,428,London,thai,Thursday,23,1110.9027777777778,66,6026
19.85,156,3,2357,London,thai,Friday,12,1110.9027777777778,66,6026
39.85,156,3,674,London,thai,Friday,16,1110.9027777777778,66,6026
13.9,156,2,1146,London,thai,Friday,22,1110.9027777777778,66,6026
34.3,156,5,1037,London,thai,Friday,23,1110.9027777777778,66,6026
26.85,156,3,1036,London,thai,Saturday,21,1110.9027777777778,66,6026
42.3,156,5,855,London,thai,Saturday,22,1110.9027777777778,66,6026
25.35,156,4,688,London,thai,Saturday,23,1110.9027777777778,66,6026
17.9,156,2,2484,London,thai,Sunday,12,1110.9027777777778,66,6026
20.85,156,3,2040,London,thai,Sunday,16,1110.9027777777778,66,6026
25.35,156,4,494,London,thai,Sunday,20,1110.9027777777778,66,6026
31.8,156,4,1133,London,thai,Sunday,20,1110.9027777777778,66,6026
13.9,156,2,946,London,thai,Sunday,22,1110.9027777777778,66,6026
21.4,156,3,595,London,thai,Sunday,22,1110.9027777777778,66,6026
29.35,156,4,1369,London,thai,Sunday,22,1110.9027777777778,66,6026
84.95,156,11,1631,London,thai,Sunday,22,1110.9027777777778,66,6026
39.8,156,5,1517,London,thai,Sunday,22,1110.9027777777778,66,6026
33.75,156,5,1105,London,thai,Monday,15,1110.9027777777778,66,6026
23.85,156,3,917,London,thai,Monday,21,1110.9027777777778,66,6026
12.45,156,2,856,London,thai,Monday,23,1110.9027777777778,66,6026
39.75,156,5,1161,London,thai,Tuesday,21,1110.9027777777778,66,6026
15.9,156,2,1076,London,thai,Tuesday,21,1110.9027777777778,66,6026
26.8,156,4,883,London,thai,Tuesday,23,1110.9027777777778,66,6026
16.9,156,2,360,London,thai,Wednesday,22,1110.9027777777778,66,6026
13.9,156,1,366,London,thai,Wednesday,23,1110.9027777777778,66,6026
19.9,156,2,242,London,thai,Friday,13,1110.9027777777778,66,6026
32.8,156,4,649,London,thai,Friday,19,1110.9027777777778,66,6026
19.85,156,3,444,London,thai,Friday,19,1110.9027777777778,66,6026
40.7,156,6,771,London,thai,Friday,20,1110.9027777777778,66,6026
14.9,156,2,1566,London,thai,Friday,21,1110.9027777777778,66,6026
17.4,156,3,752,London,thai,Friday,22,1110.9027777777778,66,6026
27.8,156,1,684,London,thai,Friday,23,1110.9027777777778,66,6026
94.5,156,10,1288,London,thai,Friday,23,1110.9027777777778,66,6026
20.4,156,3,636,London,thai,Saturday,14,1110.9027777777778,66,6026
28.85,156,3,1846,London,thai,Saturday,19,1110.9027777777778,66,6026
29.35,156,4,1027,London,thai,Saturday,20,1110.9027777777778,66,6026
13.9,156,2,646,London,thai,Saturday,22,1110.9027777777778,66,6026
29.8,156,4,879,London,thai,Saturday,22,1110.9027777777778,66,6026
103.9,156,10,6024,London,thai,Sunday,17,1110.9027777777778,66,6026
28.8,156,3,876,London,thai,Sunday,19,1110.9027777777778,66,6026
37.75,156,3,854,London,thai,Sunday,19,1110.9027777777778,66,6026
28.85,156,3,794,London,thai,Sunday,19,1110.9027777777778,66,6026
19.4,156,3,732,London,thai,Sunday,20,1110.9027777777778,66,6026
23.9,156,3,560,London,thai,Sunday,20,1110.9027777777778,66,6026
40.7,156,6,1176,London,thai,Sunday,21,1110.9027777777778,66,6026
28.8,156,3,1081,London,thai,Sunday,21,1110.9027777777778,66,6026
18.9,156,2,1001,London,thai,Sunday,21,1110.9027777777778,66,6026
47.7,156,6,1864,London,thai,Sunday,21,1110.9027777777778,66,6026
26.8,156,3,1020,London,thai,Sunday,22,1110.9027777777778,66,6026
28.85,156,3,1103,London,thai,Monday,14,1110.9027777777778,66,6026
18.4,156,3,445,London,thai,Monday,14,1110.9027777777778,66,6026
59.65,156,7,1898,London,thai,Monday,20,1110.9027777777778,66,6026
30.85,156,3,1071,London,thai,Monday,20,1110.9027777777778,66,6026
50.7,156,6,864,London,thai,Monday,20,1110.9027777777778,66,6026
48.7,156,5,912,London,thai,Monday,20,1110.9027777777778,66,6026
26.85,156,3,515,London,thai,Monday,23,1110.9027777777778,66,6026
19.85,156,3,484,London,thai,Tuesday,13,1110.9027777777778,66,6026
21.85,156,2,429,London,thai,Tuesday,15,1110.9027777777778,66,6026
18.4,156,3,414,London,thai,Tuesday,19,1110.9027777777778,66,6026
37.75,156,5,662,London,thai,Tuesday,20,1110.9027777777778,66,6026
16.95,156,1,706,London,thai,Tuesday,20,1110.9027777777778,66,6026
50.25,156,6,484,London,thai,Tuesday,22,1110.9027777777778,66,6026
46.7,156,6,983,London,thai,Tuesday,22,1110.9027777777778,66,6026
17.9,156,2,1065,London,thai,Tuesday,22,1110.9027777777778,66,6026
19.4,156,3,1037,London,thai,Tuesday,22,1110.9027777777778,66,6026
52.7,156,5,1835,London,thai,Wednesday,13,1110.9027777777778,66,6026
15.9,156,2,771,London,thai,Wednesday,13,1110.9027777777778,66,6026
17.9,156,2,904,London,thai,Wednesday,20,1110.9027777777778,66,6026
21.85,156,3,925,London,thai,Wednesday,21,1110.9027777777778,66,6026
18.9,156,2,820,London,thai,Wednesday,21,1110.9027777777778,66,6026
26.35,156,4,567,London,thai,Wednesday,21,1110.9027777777778,66,6026
19.9,156,2,360,London,thai,Thursday,14,1110.9027777777778,66,6026
20.85,156,3,438,London,thai,Thursday,19,1110.9027777777778,66,6026
12.45,156,2,686,London,thai,Thursday,20,1110.9027777777778,66,6026
21.85,156,3,1217,London,thai,Thursday,20,1110.9027777777778,66,6026
26.8,156,3,1170,London,thai,Thursday,20,1110.9027777777778,66,6026
61.55,156,9,1098,London,thai,Thursday,21,1110.9027777777778,66,6026
17.9,156,2,66,London,thai,Thursday,23,1110.9027777777778,66,6026
21.85,156,2,1109,London,thai,Friday,19,1110.9027777777778,66,6026
18.85,156,2,600,London,thai,Friday,19,1110.9027777777778,66,6026
32.8,156,4,1530,London,thai,Friday,20,1110.9027777777778,66,6026
43.75,156,6,1526,London,thai,Friday,21,1110.9027777777778,66,6026
26.35,156,4,731,London,thai,Friday,22,1110.9027777777778,66,6026
17.9,156,2,957,London,thai,Friday,23,1110.9027777777778,66,6026
54.7,156,6,1771,London,thai,Saturday,19,1110.9027777777778,66,6026
17.9,156,2,985,London,thai,Saturday,20,1110.9027777777778,66,6026
18.85,156,2,2431,London,thai,Saturday,21,1110.9027777777778,66,6026
35.75,156,5,712,London,thai,Saturday,22,1110.9027777777778,66,6026
30.8,156,4,1396,London,thai,Sunday,19,1110.9027777777778,66,6026
15.9,156,2,1644,London,thai,Sunday,20,1110.9027777777778,66,6026
30.85,156,4,1875,London,thai,Sunday,20,1110.9027777777778,66,6026
42.85,156,2,1378,London,thai,Monday,20,1110.9027777777778,66,6026
23.85,156,3,1125,London,thai,Monday,21,1110.9027777777778,66,6026
16.9,156,2,1266,London,thai,Monday,22,1110.9027777777778,66,6026
45.7,156,6,681,London,thai,Tuesday,13,1110.9027777777778,66,6026
32.3,156,5,611,London,thai,Tuesday,21,1110.9027777777778,66,6026
18.4,156,3,494,London,thai,Wednesday,21,1110.9027777777778,66,6026
49.75,156,5,720,London,thai,Wednesday,21,1110.9027777777778,66,6026
12.45,156,2,512,London,thai,Wednesday,21,1110.9027777777778,66,6026
36.75,156,5,797,London,thai,Thursday,16,1110.9027777777778,66,6026
13.9,156,2,473,London,thai,Thursday,20,1110.9027777777778,66,6026
19.85,156,3,431,London,thai,Friday,21,1110.9027777777778,66,6026
29.8,156,4,1295,London,thai,Friday,21,1110.9027777777778,66,6026
40.25,156,5,1103,London,thai,Friday,21,1110.9027777777778,66,6026
21.4,156,3,1309,London,thai,Friday,21,1110.9027777777778,66,6026
20.4,156,3,1238,London,thai,Friday,21,1110.9027777777778,66,6026
51.65,156,6,2280,London,thai,Friday,22,1110.9027777777778,66,6026
49.65,156,7,1991,London,thai,Friday,22,1110.9027777777778,66,6026
17.9,156,2,835,London,thai,Saturday,13,1110.9027777777778,66,6026
36.8,156,4,6026,London,thai,Saturday,19,1110.9027777777778,66,6026
36.3,156,5,829,London,thai,Saturday,19,1110.9027777777778,66,6026
22.85,156,3,884,London,thai,Saturday,20,1110.9027777777778,66,6026
98.45,156,9,2722,London,thai,Sunday,13,1110.9027777777778,66,6026
84.45,156,11,2761,London,thai,Sunday,14,1110.9027777777778,66,6026
83.5,156,8,4003,London,thai,Sunday,19,1110.9027777777778,66,6026
46.7,156,6,1021,London,thai,Sunday,20,1110.9027777777778,66,6026
37.75,156,3,869,London,thai,Sunday,22,1110.9027777777778,66,6026
19.85,156,3,1212,London,thai,Sunday,22,1110.9027777777778,66,6026
21.85,156,3,1504,London,thai,Monday,15,1110.9027777777778,66,6026
43.75,156,5,898,London,thai,Monday,19,1110.9027777777778,66,6026
23.9,156,3,604,London,thai,Monday,20,1110.9027777777778,66,6026
23.4,156,3,2183,London,thai,Monday,20,1110.9027777777778,66,6026
19.4,156,3,1371,London,thai,Monday,21,1110.9027777777778,66,6026
20.85,156,3,1317,London,thai,Tuesday,13,1110.9027777777778,66,6026
16.4,156,3,815,London,thai,Tuesday,14,1110.9027777777778,66,6026
23.85,156,3,1378,London,thai,Tuesday,21,1110.9027777777778,66,6026
37.3,156,5,1389,London,thai,Tuesday,21,1110.9027777777778,66,6026
37.0,1042,5,1909,London,japanese,Monday,21,1122.2608695652175,0,4610
16.3,1042,5,348,London,japanese,Tuesday,22,1122.2608695652175,0,4610
22.95,1042,4,1369,London,japanese,Friday,20,1122.2608695652175,0,4610
20.6,1042,4,2543,London,japanese,Friday,21,1122.2608695652175,0,4610
20.9,1042,4,778,London,japanese,Saturday,22,1122.2608695652175,0,4610
23.2,1042,5,773,London,japanese,Sunday,20,1122.2608695652175,0,4610
17.7,1042,2,789,London,japanese,Sunday,22,1122.2608695652175,0,4610
24.2,1042,5,1060,London,japanese,Monday,20,1122.2608695652175,0,4610
18.3,1042,3,1118,London,japanese,Monday,20,1122.2608695652175,0,4610
20.8,1042,3,1417,London,japanese,Monday,18,1122.2608695652175,0,4610
17.6,1042,3,248,London,japanese,Monday,23,1122.2608695652175,0,4610
22.9,1042,4,947,London,japanese,Tuesday,20,1122.2608695652175,0,4610
21.25,1042,3,4610,London,japanese,Friday,20,1122.2608695652175,0,4610
32.05,1042,7,0,London,japanese,Friday,21,1122.2608695652175,0,4610
18.3,1042,4,0,London,japanese,Friday,21,1122.2608695652175,0,4610
25.1,1042,4,664,London,japanese,Saturday,14,1122.2608695652175,0,4610
20.9,1042,4,924,London,japanese,Sunday,21,1122.2608695652175,0,4610
19.75,1042,3,1017,London,japanese,Monday,20,1122.2608695652175,0,4610
21.15,1042,3,1452,London,japanese,Monday,20,1122.2608695652175,0,4610
21.6,1042,3,438,London,japanese,Tuesday,23,1122.2608695652175,0,4610
29.5,1042,6,791,London,japanese,Wednesday,20,1122.2608695652175,0,4610
36.7,1042,8,1091,London,japanese,Thursday,21,1122.2608695652175,0,4610
24.65,1042,4,1526,London,japanese,Friday,13,1122.2608695652175,0,4610
20.0,951,1,568,London,pizza,Monday,21,709.1428571428571,0,1608
16.0,951,2,328,London,pizza,Thursday,16,709.1428571428571,0,1608
16.0,951,1,1499,London,pizza,Friday,20,709.1428571428571,0,1608
18.0,951,1,1286,London,pizza,Saturday,21,709.1428571428571,0,1608
15.0,951,1,25,London,pizza,Tuesday,20,709.1428571428571,0,1608
16.0,951,1,0,London,pizza,Tuesday,21,709.1428571428571,0,1608
16.0,951,2,327,London,pizza,Tuesday,22,709.1428571428571,0,1608
15.8,951,3,26,London,pizza,Friday,20,709.1428571428571,0,1608
16.0,951,4,222,London,pizza,Saturday,15,709.1428571428571,0,1608
28.0,951,2,1022,London,pizza,Sunday,20,709.1428571428571,0,1608
16.0,951,2,246,London,pizza,Tuesday,21,709.1428571428571,0,1608
20.0,951,1,608,London,pizza,Saturday,19,709.1428571428571,0,1608
31.4,951,3,1608,London,pizza,Sunday,18,709.1428571428571,0,1608
16.0,951,4,1598,London,pizza,Sunday,20,709.1428571428571,0,1608
17.25,951,2,565,London,pizza,Tuesday,16,709.1428571428571,0,1608
15.8,951,3,1231,London,pizza,Thursday,21,709.1428571428571,0,1608
16.0,951,1,306,London,pizza,Sunday,19,709.1428571428571,0,1608
20.0,951,1,729,London,pizza,Sunday,21,709.1428571428571,0,1608
24.0,951,3,360,London,pizza,Monday,16,709.1428571428571,0,1608
48.0,951,2,1403,London,pizza,Tuesday,22,709.1428571428571,0,1608
16.6,951,3,935,London,pizza,Tuesday,22,709.1428571428571,0,1608
40.8,598,3,1915,London,italian,Monday,21,1172.7045454545455,37,2633
20.9,598,2,2633,London,italian,Tuesday,20,1172.7045454545455,37,2633
23.75,598,3,1181,London,italian,Wednesday,23,1172.7045454545455,37,2633
40.5,598,6,2022,London,italian,Thursday,21,1172.7045454545455,37,2633
18.05,598,3,1499,London,italian,Friday,20,1172.7045454545455,37,2633
24.45,598,3,1071,London,italian,Friday,23,1172.7045454545455,37,2633
17.0,598,3,1294,London,italian,Saturday,13,1172.7045454545455,37,2633
16.95,598,2,1334,London,italian,Sunday,13,1172.7045454545455,37,2633
17.85,598,3,2012,London,italian,Sunday,17,1172.7045454545455,37,2633
42.1,598,5,1861,London,italian,Sunday,20,1172.7045454545455,37,2633
20.36,598,3,782,London,italian,Monday,16,1172.7045454545455,37,2633
15.72,598,3,1766,London,italian,Monday,16,1172.7045454545455,37,2633
29.85,598,3,1759,London,italian,Saturday,13,1172.7045454545455,37,2633
17.75,598,3,1098,London,italian,Saturday,17,1172.7045454545455,37,2633
33.75,598,4,1145,London,italian,Saturday,21,1172.7045454545455,37,2633
17.9,598,2,1104,London,italian,Sunday,20,1172.7045454545455,37,2633
16.9,598,2,972,London,italian,Sunday,20,1172.7045454545455,37,2633
18.9,598,2,450,London,italian,Sunday,23,1172.7045454545455,37,2633
18.85,598,3,931,London,italian,Monday,21,1172.7045454545455,37,2633
17.55,598,2,1402,London,italian,Tuesday,13,1172.7045454545455,37,2633
16.77,598,4,1144,London,italian,Wednesday,14,1172.7045454545455,37,2633
17.13,598,3,1964,London,italian,Wednesday,15,1172.7045454545455,37,2633
15.35,598,3,705,London,italian,Wednesday,21,1172.7045454545455,37,2633
20.7,598,3,518,London,italian,Thursday,14,1172.7045454545455,37,2633
20.9,598,2,997,London,italian,Thursday,14,1172.7045454545455,37,2633
28.15,598,5,1370,London,italian,Thursday,20,1172.7045454545455,37,2633
15.95,598,1,549,London,italian,Friday,16,1172.7045454545455,37,2633
28.0,598,3,689,London,italian,Saturday,13,1172.7045454545455,37,2633
21.9,598,2,961,London,italian,Saturday,16,1172.7045454545455,37,2633
18.5,598,3,1151,London,italian,Saturday,19,1172.7045454545455,37,2633
16.75,598,3,755,London,italian,Saturday,20,1172.7045454545455,37,2633
12.75,598,2,1390,London,italian,Saturday,20,1172.7045454545455,37,2633
32.85,598,3,596,London,italian,Saturday,21,1172.7045454545455,37,2633
26.8,598,3,2485,London,italian,Saturday,21,1172.7045454545455,37,2633
16.45,598,2,37,London,italian,Sunday,20,1172.7045454545455,37,2633
19.25,598,3,491,London,italian,Sunday,23,1172.7045454545455,37,2633
21.9,598,2,1411,London,italian,Monday,17,1172.7045454545455,37,2633
20.9,598,2,595,London,italian,Monday,20,1172.7045454545455,37,2633
20.85,598,3,1395,London,italian,Monday,23,1172.7045454545455,37,2633
15.85,598,2,438,London,italian,Wednesday,19,1172.7045454545455,37,2633
23.9,598,3,535,London,italian,Thursday,15,1172.7045454545455,37,2633
17.85,598,3,806,London,italian,Thursday,21,1172.7045454545455,37,2633
15.4,598,3,950,London,italian,Saturday,17,1172.7045454545455,37,2633
33.85,598,3,1436,London,italian,Sunday,15,1172.7045454545455,37,2633
54.85,323,5,1134,London,italian,Monday,21,1343.7142857142858,394,5748
17.0,323,2,556,London,italian,Monday,22,1343.7142857142858,394,5748
21.0,323,2,1688,London,italian,Wednesday,21,1343.7142857142858,394,5748
12.5,323,1,1345,London,italian,Thursday,22,1343.7142857142858,394,5748
16.95,323,3,1252,London,italian,Friday,21,1343.7142857142858,394,5748
34.95,323,2,974,London,italian,Saturday,13,1343.7142857142858,394,5748
16.95,323,3,1269,London,italian,Saturday,14,1343.7142857142858,394,5748
79.95,323,5,4095,London,italian,Saturday,21,1343.7142857142858,394,5748
16.45,323,2,867,London,italian,Sunday,21,1343.7142857142858,394,5748
15.5,323,2,1162,London,italian,Sunday,21,1343.7142857142858,394,5748
18.4,323,3,593,London,italian,Monday,19,1343.7142857142858,394,5748
138.6,323,14,1630,London,italian,Tuesday,13,1343.7142857142858,394,5748
21.0,323,2,884,London,italian,Wednesday,16,1343.7142857142858,394,5748
37.9,323,3,997,London,italian,Thursday,20,1343.7142857142858,394,5748
25.45,323,2,1964,London,italian,Friday,20,1343.7142857142858,394,5748
23.95,323,3,908,London,italian,Friday,21,1343.7142857142858,394,5748
10.5,323,1,1702,London,italian,Friday,22,1343.7142857142858,394,5748
27.95,323,3,737,London,italian,Saturday,20,1343.7142857142858,394,5748
16.45,323,2,394,London,italian,Saturday,21,1343.7142857142858,394,5748
31.5,323,2,1283,London,italian,Sunday,21,1343.7142857142858,394,5748
31.95,323,3,1777,London,italian,Sunday,21,1343.7142857142858,394,5748
27.5,323,2,2003,London,italian,Sunday,21,1343.7142857142858,394,5748
17.5,323,3,1280,London,italian,Sunday,21,1343.7142857142858,394,5748
23.0,323,2,4037,London,italian,Monday,19,1343.7142857142858,394,5748
76.3,323,3,1131,London,italian,Monday,22,1343.7142857142858,394,5748
38.4,323,3,1870,London,italian,Thursday,21,1343.7142857142858,394,5748
15.0,323,2,576,London,italian,Friday,19,1343.7142857142858,394,5748
49.9,323,7,708,London,italian,Saturday,14,1343.7142857142858,394,5748
18.45,323,2,1046,London,italian,Saturday,21,1343.7142857142858,394,5748
28.0,323,3,689,London,italian,Saturday,22,1343.7142857142858,394,5748
23.0,323,2,1202,London,italian,Sunday,21,1343.7142857142858,394,5748
19.0,323,2,691,London,italian,Sunday,21,1343.7142857142858,394,5748
24.0,323,2,677,London,italian,Monday,16,1343.7142857142858,394,5748
36.45,323,4,1035,London,italian,Monday,19,1343.7142857142858,394,5748
25.4,323,3,1255,London,italian,Monday,19,1343.7142857142858,394,5748
